ID,Name,Brand,Color,Variants,image_name,ImageName,ImageExt,ImageWsrv,Currency,Price,StockStatus,StockQuantity,Categories,Description,spec1,spec2,spec3,spec4,spec5,spec6,spec7,Image1,Image2,Image3,Image4
6925,Arabian knight silver,,,,Arabian-knight-silver-2.webp,Arabian-knight-silver-2,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2026%2F02%2FArabian-knight-silver-2-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,1000000,instock,,"Fragrance, Male","Top notes are Bergamot and Geranium; middle notes are Amber, Cashmeran and Sandalwood; base notes are Vanilla, Musk and Patchouli.",,,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/Arabian-knight-silver-2.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/Arabian-knight-silver-2-768x768.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/Arabian-knight-silver.avif,
6911,Italia,,,,Italia-scaled.webp,Italia-scaled,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2026%2F02%2FItalia-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,250000,instock,,"Fragrance, Male","Top: Lavender, Bergamot and Lemon Middle: Honey, Cinnamon, Cashmeran and Jasmine Sambac Base: Tobacco Leaf, Vanilla and Tonka Bean","Top: Lavender, Bergamot and Lemon","Middle: Honey, Cinnamon, Cashmeran and Jasmine Sambac","Base: Tobacco Leaf, Vanilla and Tonka Bean",,,,,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/Italia-scaled.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/Italia-768x768.webp,,
6908,Nocturno,,,,Nocturnoremove.webp,Nocturnoremove,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2026%2F02%2Fnocturno-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,280000,instock,,"Fragrance, Male","Top: Bergamot,Mint and Pepper Middle: Lavender, Geranium and Pink Pepper Base: Amberwood and Cedar","Top: Bergamot,Mint and Pepper","Middle: Lavender, Geranium and Pink Pepper",Base: Amberwood and Cedar,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/Nocturnoremove.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/nocturno.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/nocturno-768x768.webp,
6896,Pacific Aura,,,,RAYHAN14414-scaled.jpg,RAYHAN14414-scaled,jpg,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2026%2F02%2FRAYHAN14414-scaled.jpg&w=768&fit=contain&trim=10&output=png,KShs,260000,instock,,"Male, Unisex",Eau De parfum,,,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/RAYHAN14414-scaled.jpg,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/RAYHAN14414-768x960.jpg,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/RAYHAN14418-scaled.jpg,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/RAYHAN14418-768x960.jpg
6890,Rayhaan Lion,,,,Untitleddesign_12.png,Untitleddesign_12,png,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2026%2F02%2FUntitleddesign_12-768x768.png&w=768&fit=contain&trim=10&output=png,KShs,260000,instock,,"Fragrance, Male",Eau de Parfum 100ml,,,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/Untitleddesign_12.png,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/Untitleddesign_12-768x768.png,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/Untitleddesign_10.png,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/Untitleddesign_10-768x768.png
6888,Emerald Soul Diamond,,,,image.jpeg,image,jpeg,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2026%2F02%2Fimage-768x768.jpeg&w=768&fit=contain&trim=10&output=png,KShs,950000,instock,,Unisex,Product name: Emerald Soul Diamond Brand: Ibraheem Al Qurashi Quantity: 150ml,Product name: Emerald Soul Diamond,Brand: Ibraheem Al Qurashi,Quantity: 150ml,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/image.jpeg,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/image-768x768.jpeg,,
6876,Nude Coral Diamond,,,,nude-coral-diamond.webp,nude-coral-diamond,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2026%2F02%2Fnude-coral-diamond-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,950000,instock,,"Fragrance, Unisex","Top Notes: Bergamot, Apple, Saffron Heart Notes: Orange Flower, Coconut, Guaiac wood Base Notes: Vanilla, Amber Dry, Cashmeran","Top Notes: Bergamot, Apple, Saffron","Heart Notes: Orange Flower, Coconut, Guaiac wood","Base Notes: Vanilla, Amber Dry, Cashmeran",,,,,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/nude-coral-diamond.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/nude-coral-diamond-768x768.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/Nude-coral-diamond-back.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/Nude-coral-diamond-back-768x768.webp
6866,Kaaf Pink,,,,kaaf-pink.webp,kaaf-pink,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2026%2F02%2Fkaaf-pink-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,360000,instock,,"Female, Fragrance","Top Notes: Bergamot, Mandarin, Lemon, Black Currant Middle Notes: Moroccan Jasmine, Rose, Orange Flower Base Notes: Musk, Birch, Oakmoss, Woody Notes","Top Notes: Bergamot, Mandarin, Lemon, Black Currant","Middle Notes: Moroccan Jasmine, Rose, Orange Flower","Base Notes: Musk, Birch, Oakmoss, Woody Notes",,,,,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/kaaf-pink.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/kaaf-pink-768x768.webp,,
6863,Kaaf Noir,,,"Scent: Aromatic, Citrusy, Woody",kaaf-noir-bottle.webp,kaaf-noir-bottle,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2026%2F02%2Fkaaf-noir-bottle-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,360000,instock,,"Fragrance, Male","Top Notes Blood Orange, Juniper Berries, Sicilian Lemon, Cardamom Heart Notes Iso E Super, Lavender, Geranium, Clary Sage, Hedione Base Notes Vetiver, Cedarwood, Patchouli, Ambroxan, White Musk Olfactory Family Citrus–Aromatic–Woody — a vibrant, zesty opening meets a sophisticated aromatic heart, drying down to a smooth, musky–woody base with modern ambroxan lift. Sillage Moderate to strong — bright projection with smooth longevity","Magnetic citrus-woody signature: blood orange and Sicilian lemon spark over aromatic lavender and Iso E Super, settling into vetiver, cedarwood, and airy ambroxan.","Scent: Aromatic, Citrusy, Woody",,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/kaaf-noir-bottle.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/kaaf-noir-bottle-768x768.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/kaaf-noir-box.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/kaaf-noir-box-768x768.webp
6777,Onyx Gold,,,"Scent: Spicy, Vanilla, Woody",ONYX-03-scaled.webp,ONYX-03-scaled,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2026%2F02%2FONYX-03-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,300000,instock,,"Fragrance, Male, Unisex","Top Notes: Mandarin, Grapefruit, Yuzu. Middle Notes: Tropical fruits, Galbanum. Base Notes: Aldehydes, Ozonic notes, Musk.","Top Notes: Mandarin, Grapefruit, Yuzu.","Middle Notes: Tropical fruits, Galbanum.","Base Notes: Aldehydes, Ozonic notes, Musk.","Base Notes: Aldehydes, Ozonic notes, Musk. 100ml","Scent: Spicy, Vanilla, Woody",,,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/ONYX-03-scaled.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/ONYX-03-768x768.webp,,
6775,Nafais Magrib,,,"Volume: 100ML | Scent: Citrusy, Fruity, Green",khadlaj-NAFAIS-MAGRIB.webp,khadlaj-NAFAIS-MAGRIB,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2026%2F02%2Fkhadlaj-NAFAIS-MAGRIB.webp&w=768&fit=contain&trim=10&output=png,KShs,330000,instock,,"Fragrance, Unisex","Top Notes: Mandarin, Grapefruit, Yuzu. Middle Notes: Tropical fruits, Galbanum. Base Notes: Aldehydes, Ozonic notes, Musk.","Top Notes: Mandarin, Grapefruit, Yuzu.","Middle Notes: Tropical fruits, Galbanum.","Base Notes: Aldehydes, Ozonic notes, Musk.","Base Notes: Aldehydes, Ozonic notes, Musk. 100ml",Volume: 100ML,"Scent: Citrusy, Fruity, Green",,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/khadlaj-NAFAIS-MAGRIB.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/khadlaj-NAFAIS-MAGRIB-768x961.webp,,
6769,Lynked Freedom,,,Scent: Aromatic | Volume: 100ML,Lynke-freedom-2.webp,Lynke-freedom-2,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2026%2F02%2FLynke-freedom-2-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,550000,instock,,"Fragrance, Male, Unisex","Top Notes: Bergamot, Grapefruit, Sage Middle Notes: Lavender, Cardamome, Juniper Berry Base Notes: Vetiver, Oriental, Caramel","Top Notes: Bergamot, Grapefruit, Sage","Middle Notes: Lavender, Cardamome, Juniper Berry","Base Notes: Vetiver, Oriental, Caramel",Scent: Aromatic,Volume: 100ML,,,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/Lynke-freedom-2.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/Lynke-freedom-2-768x768.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/Lynke-freedom-3.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/Lynke-freedom-3-768x768.webp
6765,Lynked Forever,,,"Volume: 100ML | Scent: Floral, Woody",Lynked-forever-1.webp,Lynked-forever-1,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2026%2F02%2FLynked-forever-1-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,550000,instock,,"Female, Fragrance","Top Notes: Mandarin, Berries Middle Notes: Gardenia, Tuberose, Ylang Base Notes: Coconut, Sandalwood, Musk, Dry woods","Top Notes: Mandarin, Berries","Middle Notes: Gardenia, Tuberose, Ylang","Base Notes: Coconut, Sandalwood, Musk, Dry woods",Volume: 100ML,"Scent: Floral, Woody",,,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/Lynked-forever-1.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/Lynked-forever-1-768x768.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/Lynked-forever-3.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/Lynked-forever-3-768x768.webp
6763,Durrah,,,Scent: Floral Fruity | Volume: 100ML,lattafa-niche-emarati-durrah-perfume.webp,lattafa-niche-emarati-durrah-perfume,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2026%2F02%2Flattafa-niche-emarati-durrah-perfume-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,490000,instock,,"Female, Fragrance","Top notes: Peach and Peony. Middle notes: Osmanthus, Heliotrope and Jasmine. Base notes: Musk and Patchouli.",Top notes: Peach and Peony.,"Middle notes: Osmanthus, Heliotrope and Jasmine.",Base notes: Musk and Patchouli.,Base notes: Musk and Patchouli. 100ml,Scent: Floral Fruity,Volume: 100ML,,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/lattafa-niche-emarati-durrah-perfume.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/lattafa-niche-emarati-durrah-perfume-768x768.webp,,
6744,Eclair Affair,,,,eclair-affair-french-avenue-fragrance-world-100ml.webp,eclair-affair-french-avenue-fragrance-world-100ml,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2026%2F02%2Feclair-affair-french-avenue-fragrance-world-100ml.webp&w=768&fit=contain&trim=10&output=png,KShs,360000,instock,,"Female, Fragrance","Top Notes: Jasmine, vanilla bean, coconut milk. Middle Notes: Caramel, Amber, Gourmand Accord. Base Notes: Musk, Tonka bean, Vanilla.","Top Notes: Jasmine, vanilla bean, coconut milk.","Middle Notes: Caramel, Amber, Gourmand Accord.","Base Notes: Musk, Tonka bean, Vanilla.","Base Notes: Musk, Tonka bean, Vanilla. 100ML",,,,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/eclair-affair-french-avenue-fragrance-world-100ml.webp,,,
6680,Rare Reef,,,"Volume: 100ML | Scent: Aromatic, Citrusy, Fresh",afnan-rare-reef-perfume-100ml.webp,afnan-rare-reef-perfume-100ml,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2026%2F02%2Fafnan-rare-reef-perfume-100ml-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,500000,instock,,"Fragrance, Unisex","Top notes: Orange, Citron, Mint, Blackcurrant, Grapefruit and Coriander. Middle notes: Apricot, Violet Leaf, Rose and Basil. Base notes: Fig, Ambrette, Amberwood and Dates.","Top notes: Orange, Citron, Mint, Blackcurrant, Grapefruit and Coriander.","Middle notes: Apricot, Violet Leaf, Rose and Basil.","Base notes: Fig, Ambrette, Amberwood and Dates.",Concentration: Eau de Parfum,Volume: 100ML,"Scent: Aromatic, Citrusy, Fresh",,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/afnan-rare-reef-perfume-100ml.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/afnan-rare-reef-perfume-100ml-768x768.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/rare-reef-by-afnan-eau-de-parfum.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/rare-reef-by-afnan-eau-de-parfum-768x768.webp
6677,Turathi Electric,,,"Volume: 90ml | Scent: Citrusy, Fruity, Musky",afnan-turathi-electric.webp,afnan-turathi-electric,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2026%2F02%2Fafnan-turathi-electric-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,500000,instock,,"Fragrance, Unisex","Top notes: Pear, Mandarin Orange, Pink Grapefruit and Bergamot. Middle notes: Orange Blossom, Apple and Cedarwood. Base notes: Musk, Amber and Vanilla.","Top notes: Pear, Mandarin Orange, Pink Grapefruit and Bergamot.","Middle notes: Orange Blossom, Apple and Cedarwood.","Base notes: Musk, Amber and Vanilla.",Concentration: Eau de Parfum,Volume: 90ml,"Scent: Citrusy, Fruity, Musky",,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/afnan-turathi-electric.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/afnan-turathi-electric-768x768.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/afnan-turathi-electri.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/afnan-turathi-electri-768x768.webp
6674,Sherif,,,"Scent: Fresh, Green, Sweet | Volume: 100ML",lattafa-sherif-edp-bottle.webp,lattafa-sherif-edp-bottle,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2026%2F02%2Flattafa-sherif-edp-bottle-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,290000,instock,,"Fragrance, Male","Top notes: Apple, Petitgrain and Bergamot. Middle notes: Cedarwood, Cashmeran and Violet. Base notes: Oakmoss, Musk and Amber.","Top notes: Apple, Petitgrain and Bergamot.","Middle notes: Cedarwood, Cashmeran and Violet.","Base notes: Oakmoss, Musk and Amber.","Scent: Fresh, Green, Sweet",Volume: 100ML,,,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/lattafa-sherif-edp-bottle.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/lattafa-sherif-edp-bottle-768x768.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/lattafa-sherif-fragrance-green-apple.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/02/lattafa-sherif-fragrance-green-apple-768x768.webp
6571,Rayhaan Kiss,,,"Scent: Floral Gourmand | Volume: 100ML | Top notes: Coconut, Praline, Raspberry, Strawberry | Middle notes: Caramel, Condensed milk, Orange Blossom, White Floral | Base notes: Musk, Sandalwood, Tonka, Vanilla",kiss.webp,kiss,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2026%2F01%2Fkiss-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,270000,instock,,"Female, Fragrance","Top Notes: Strawberry, Raspberry, Coconut, Praline Middle Notes: Orange Blossom, Condensed Milk, Caramel, Soft White Florals Base Notes: Vanilla, Tonka, Sandalwood, Musk","Top Notes: Strawberry, Raspberry, Coconut, Praline","Middle Notes: Orange Blossom, Condensed Milk, Caramel, Soft White Florals","Base Notes: Vanilla, Tonka, Sandalwood, Musk",Scent: Floral Gourmand,Volume: 100ML,"Top notes: Coconut, Praline, Raspberry, Strawberry","Middle notes: Caramel, Condensed milk, Orange Blossom, White Floral",https://middleeasternscents.co.ke/wp-content/uploads/2026/01/kiss.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/01/kiss-768x768.webp,,
6475,Marshmallow Blush 50ml,,,"Volume: 50ml | Scent: Creamy, Floral Gourmand",marshmallew_blush_perfume.webp,marshmallew_blush_perfume,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2026%2F01%2Fmarshmallew_blush_perfume-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,190000,instock,,"Female, Fragrance","Fragrance Notes: Top: Strawberry, Raspberry, Lemon Middle: Ambroxan, Orange Blossom Base: Musk, Candy Scents, Marshmallow This enchanting unisex perfume Marshmallow Blush opens with a vibrant medley of juicy strawberry, tangy raspberry, and zesty lemon, creating an irresistibly vibrant introduction. Delight in the sweet, whimsical charm of Marshmallow Blush, a fragrance that captures the essence of youthful joy and indulgent sweetness. As Marshmallow blush unfolds, the heart reveals a delicate blend of orange blossom and ambroxan, adding a soft, radiant sophistication that beautifully contrasts with the playful top notes. The base of this Unisex perfume is a comforting embrace of creamy musk, Sugary Candy scents, and fluffy marshmallows, leaving a warm, delectable trail that lingers like a sweet memory.","Top: Strawberry, Raspberry, Lemon","Middle: Ambroxan, Orange Blossom","Base: Musk, Candy Scents, Marshmallow","Marshmallow Blush: opens with a vibrant medley of juicy strawberry, tangy raspberry, and zesty lemon, creating an irresistibly vibrant introduction.","Marshmallow Blush: , a fragrance that captures the essence of youthful joy and indulgent sweetness.","Marshmallow blush: unfolds, the heart reveals a delicate blend of orange blossom and ambroxan, adding a soft, radiant sophistication that beautifully contrasts with the playful top notes.","Unisex perfume: is a comforting embrace of creamy musk, Sugary Candy scents, and fluffy marshmallows, leaving a warm, delectable trail that lingers like a sweet memory.",https://middleeasternscents.co.ke/wp-content/uploads/2026/01/marshmallew_blush_perfume.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/01/marshmallew_blush_perfume-768x768.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/01/marshmallow_fragrance_50ml.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/01/marshmallow_fragrance_50ml-768x768.webp
6453,Noble Blush Body Mist,,,Scent: Floral Gourmand | Volume: 250ml,noble-blush.webp,noble-blush,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2026%2F01%2Fnoble-blush-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,120000,instock,,"Body Mist, Fragrance","Lattafa Noble Blush Body Splash is a light and sophisticated feminine fragrance that combines delicate flowers, succulent fruits, and a creamy, comforting touch. Perfect for those seeking freshness, femininity, and a striking aroma that’s just right. Olfactory Pyramid Topo Notes: Rose Milk. Heart notes: Meringue and Almond. Base notes: Vanilla, Sandalwood and Musk.",Scent: Floral Gourmand,Volume: 250ml,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2026/01/noble-blush.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/01/noble-blush-768x768.webp,,
6450,Eclaire Body Mist,,,Scent: Gourmand | Volume: 250ml,ecalire-b-mist.webp,ecalire-b-mist,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2026%2F01%2Fecalire-b-mist-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,120000,instock,,"Body Mist, Fragrance","Olfactory Pyramid Top Notes: Caramel, Milk and Sugar. Heart Notes: Honey and White Flowers. Base Notes: Vanilla, Praline and Musk. Brand: Lattafa Origin: United Arab Emirates Bottle volume: 250ml 100% Original Product",Scent: Gourmand,Volume: 250ml,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2026/01/ecalire-b-mist.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/01/ecalire-b-mist-768x768.webp,,
6448,Fakhar Rose Body Mist,,,Volume: 250ml | Scent: Floral,lattafa-fakhar-rose.webp,lattafa-fakhar-rose,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2026%2F01%2Flattafa-fakhar-rose.webp&w=768&fit=contain&trim=10&output=png,KShs,120000,instock,,"Female, Fragrance","Fakhar Rose Body Mist by Lattafa is a feminine fragrance from the fruity floral family. Immerse yourself in the sophistication of Fakhar Rose Body Mist by Lattafa, a fragrance that celebrates beauty and femininity with a rich and enveloping olfactory bouquet. The top notes of fruits, lily, pomegranate and aldehydes offer a fresh and fruity opening, enriched with a touch of elegance and luminosity. At the heart of the perfume, a sumptuous combination of tuberose, jasmine, gardenia, ylang-ylang, honeysuckle, peony and rose creates an opulent floral bouquet, enveloping the senses with its complexity and beauty. The base notes leave a lasting and sensual imprint, with the warm sweetness of vanilla, the modernity of ambroxan, the softness of white musk and the depth of sandalwood. Fakhar Rose Body Mist by Lattafa is more than just a perfume; it is an olfactory experience that evokes elegance, sophistication and a timeless charm. Discover its unique aroma and let yourself be carried away by its aura of luxury and style. Perfect for the woman who seeks a distinctive and unforgettable fragrance. Top notes: Fruits, Lily, Pomegranate, Aldehydes Heart notes: Tuberose, Jasmine, Gardenia, Ylang Ylang, Honeysuckle, Peony, Rose Base notes: Vanilla, Ambroxan, White Musk, Sandalwood","Top notes: Fruits, Lily, Pomegranate, Aldehydes","Heart notes: Tuberose, Jasmine, Gardenia, Ylang Ylang, Honeysuckle, Peony, Rose","Base notes: Vanilla, Ambroxan, White Musk, Sandalwood",Volume: 250ml,Scent: Floral,,,https://middleeasternscents.co.ke/wp-content/uploads/2026/01/lattafa-fakhar-rose.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/01/lattafa-fakhar-rose-768x998.webp,,
