ID,Name,Brand,Color,Variants,image_name,ImageName,ImageExt,ImageWsrv,Currency,Price,StockStatus,StockQuantity,Categories,Description,spec1,spec2,spec3,spec4,spec5,spec6,spec7,Image1,Image2,Image3,Image4
5908,Fayora Oshino,,,"Volume: 100ML | Scent: Citrusy, Floral Gourmand",Fayora_Oshino_2.png,Fayora_Oshino_2,png,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2FFayora_Oshino_2-768x768.png&w=768&fit=contain&trim=10&output=png,KShs,320000,instock,,"Female, Fragrance","Top: LEMON, BERGAMOT, EXOTIC FRUIT. Middle: PEONY, FRANGIPANI, ALMOND. Base: TONKA BEAN, VANILLA, PATCHOULI.",Volume: 100ML,"Scent: Citrusy, Floral Gourmand",,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Fayora_Oshino_2.png,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Fayora_Oshino_2-768x768.png,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Fayora_Oshino_1_2.png,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Fayora_Oshino_1_2-768x768.png
5901,Optimystic Paradox,,,,fragrance-world-optimystic-paradox.webp,fragrance-world-optimystic-paradox,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Ffragrance-world-optimystic-paradox.webp&w=768&fit=contain&trim=10&output=png,KShs,250000,instock,,"Female, Fragrance","Top notes: Bergamot, Pear, Tangerine Heart notes: Orange Blossom, Jasmine, Neroli Base notes: Vanilla, Benzoin, Amber, Musk People who like this perfume also like: Chloé Eau de Parfum, Dolce&Gabbana Light Blue, Yves Saint Laurent Mon Paris","Top notes: Bergamot, Pear, Tangerine","Heart notes: Orange Blossom, Jasmine, Neroli","Base notes: Vanilla, Benzoin, Amber, Musk","People who like this perfume also like: Chloé Eau de Parfum, Dolce&Gabbana Light Blue, Yves Saint Laurent Mon Paris",,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/fragrance-world-optimystic-paradox.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/optimystic-paradox.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/optimystic-paradox-768x998.webp,
5897,Grecia Rosa,,,,rosa.jpg,rosa,jpg,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Frosa-768x768.jpg&w=768&fit=contain&trim=10&output=png,KShs,380000,instock,,"Female, Fragrance","Top notes are Champagne Accord, Grapefruit and Pear. Middle notes are Rose, Olibanum, Peony and Jasmine. Base notes are Cedarwood, Vetiver and Oud.",,,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/rosa.jpg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/rosa-768x768.jpg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/G-rosa.jpg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/G-rosa-768x768.jpg
5890,Vanilla 01,,,"Scent: Floral, Spicy, Vanilla",vanilla-01-bottle.webp,vanilla-01-bottle,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Fvanilla-01-bottle-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,750000,instock,,"Female, Fragrance","Top Notes: Pink Pepper, Madagascar Orange Heart Notes: Jasmine Sambac, Cappuccino, Caramel, Tuberose Base Notes: Vanilla Bourbon Absolute, Tonka Bean Absolute, Sandalwood, Musk","Top Notes: Pink Pepper, Madagascar Orange","Heart Notes: Jasmine Sambac, Cappuccino, Caramel, Tuberose","Base Notes: Vanilla Bourbon Absolute, Tonka Bean Absolute, Sandalwood, Musk","Scent: Floral, Spicy, Vanilla",,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/vanilla-01-bottle.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/vanilla-01-bottle-768x768.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/vanilla-01.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/vanilla-01-768x768.webp
5798,Hawas For Her,,,"Scent: Floral, Sweet, Woody | Volume: 100ML | Top notes: Apple, Grapefruit, Pomegranate | Middle notes: Citrus, Iris, Jasmine Sambac | Base notes: Patchouli, Praline, Vetiver",Hawas_Her.webp,Hawas_Her,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2FHawas_Her-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,440000,instock,,"Female, Fragrance","Top Notes ~Apple, Grapefruit, Pomegranate Middle Notes ~Jasmine Sambac, Iris Natural, Citrus Base Notes~Patchouli, Vetiver, Praline","Scent: Floral, Sweet, Woody",Volume: 100ML,"Top notes: Apple, Grapefruit, Pomegranate","Middle notes: Citrus, Iris, Jasmine Sambac","Base notes: Patchouli, Praline, Vetiver",,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Hawas_Her.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Hawas_Her-768x768.webp,,
5795,Swar Seduire,,,,arabiyat-prestige-mens-swar-seduire.jpg,arabiyat-prestige-mens-swar-seduire,jpg,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Farabiyat-prestige-mens-swar-seduire-768x768.jpg&w=768&fit=contain&trim=10&output=png,KShs,440000,instock,,"Fragrance, Male","Top Notes : Cinnamon, Dates, Marigold Middle Notes : Dry amber, Sugar Cane, Leathery accord Base Notes : Patchouli, Oud, Vanilla",,,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/arabiyat-prestige-mens-swar-seduire.jpg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/arabiyat-prestige-mens-swar-seduire-768x768.jpg,,
5769,Pinkling,,,"Scent: Floral, Oriental, Smoky, Woody",Pinkling_1.webp,Pinkling_1,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2FPinkling_1-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,330000,instock,,"Female, Fragrance","Top: Cherry, Saffron, Milk Middle: Benzoin, Smoky notes, White flowers Base: Amber, Nagarmotha, Musk","Scent: Floral, Oriental, Smoky, Woody",,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Pinkling_1.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Pinkling_1-768x768.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/pinkling_perfume_for_men_and_women_box.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/pinkling_perfume_for_men_and_women_box-768x768.webp
5767,Cherry Gossip,,,"Scent: Fruity, Oriental sweet",cherry-g.webp,cherry-g,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Fcherry-g-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,330000,instock,,"Female, Fragrance","Top: CHERRY , LICORICE , COFFEE Middle: JASMINE , POWDERY , MILKY Base: VANILLA , WOODY , GOURMAND","Scent: Fruity, Oriental sweet",,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/cherry-g.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/cherry-g-768x768.webp,,
5765,Taskeen Wowie,,,"Scent: Creamy, Gourmand, Sweet",taskeen_wowie.webp,taskeen_wowie,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Ftaskeen_wowie-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,210000,instock,,"Female, Fragrance",100ml,"Scent: Creamy, Gourmand, Sweet",,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/taskeen_wowie.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/taskeen_wowie-768x768.webp,,
5763,Miraj Exclusif,,,"Scent: Oriental, Woody",miraj-exclusif.webp,miraj-exclusif,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Fmiraj-exclusif.webp&w=768&fit=contain&trim=10&output=png,KShs,380000,instock,,"Fragrance, Unisex","Top Notes: Cardamom, Coffee. Middle Notes: Jasmine Sambac. Base Notes: Vanilla, Incense, Oud.","Scent: Oriental, Woody",,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/miraj-exclusif.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/miraj-exclusif-768x961.webp,,
5760,Swar Venin,,,"Scent: Floral, Fruity, Oriental, Sweet",Swar-Venin-1.webp,Swar-Venin-1,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2FSwar-Venin-1.webp&w=768&fit=contain&trim=10&output=png,KShs,440000,instock,,"Female, Fragrance","Top Notes : Cherry, Raspberry, Blackcurrant Middle Notes : Incense, Rose, Cedarwood Base Notes : Musk, Ambergris, Vanilla","Scent: Floral, Fruity, Oriental, Sweet",,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Swar-Venin-1.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Swar-Venin-1-768x640.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Swar-Venin.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Swar-Venin-768x640.webp
5757,Nyla Vani-elle,,,"Scent: Gourmand, Musky, Vanilla",23.jpg,23,jpg,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2F23.jpg&w=768&fit=contain&trim=10&output=png,KShs,350000,instock,,"Fragrance, Unisex",Top notes: Jasmine. Vanilla Bean Middle notes: Caramel. Amber Base notes: Musk. Tonka Beans. Vanilla,"Scent: Gourmand, Musky, Vanilla",,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/23.jpg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/23-768x640.jpg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/vanille.jpg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/vanille-768x640.jpg
5754,Oud Al Layl,,,"Scent: Floral, Musky, Oriental, Woody",oud-al-layal.jpg,oud-al-layal,jpg,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Foud-al-layal.jpg&w=768&fit=contain&trim=10&output=png,KShs,200000,instock,,"Fragrance, Unisex","OP - Rose, Orange, Fruity Accord HEART - Violet, Cedarwood, Sugar BASE - Musk, Moss, Patchouli","Scent: Floral, Musky, Oriental, Woody",,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/oud-al-layal.jpg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/1.jpg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/1-768x569.jpg,
5751,Fahad Regal,,,"Scent: Amber, Vanilla, Woody",arabiyat-prestige-unisex-fahad-regal.jpg,arabiyat-prestige-unisex-fahad-regal,jpg,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Farabiyat-prestige-unisex-fahad-regal.jpg&w=768&fit=contain&trim=10&output=png,KShs,440000,instock,,"Fragrance, Unisex","Top Notes Cyclamen Heart Notes Labdanum Base Notes Cedarwood, Vanilla, Musk","Scent: Amber, Vanilla, Woody",,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/arabiyat-prestige-unisex-fahad-regal.jpg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/arabiyat-prestige-fahad-regal.jpg,,
5748,Habiba For Women,,,"Scent: Floral Gourmand, Fruity",arabiyat-prestige-ladies-habiba-for-women.jpg,arabiyat-prestige-ladies-habiba-for-women,jpg,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Farabiyat-prestige-ladies-habiba-for-women-768x768.jpg&w=768&fit=contain&trim=10&output=png,KShs,440000,instock,,"Female, Fragrance","Top Notes Apple, Green, Lychee Heart Notes Ambery, Red fruits, White flower Base Notes Caramel, Moss, Musk","Scent: Floral Gourmand, Fruity",,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/arabiyat-prestige-ladies-habiba-for-women.jpg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/arabiyat-prestige-ladies-habiba-for-women-768x768.jpg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/arabiyat-prestige-ladies-habiba.jpg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/arabiyat-prestige-ladies-habiba-768x768.jpg
5745,Gelato Black Currant Lolly,,,Scent: Floral Fruity,arabiyat-prestige-ladies-gelato-black.jpg,arabiyat-prestige-ladies-gelato-black,jpg,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Farabiyat-prestige-ladies-gelato-black.jpg&w=768&fit=contain&trim=10&output=png,KShs,440000,instock,,"Female, Fragrance","Top Notes Mandarin, Blackcurrant, Grapefruit Heart Notes Freesia, Patchouli, Rose Base Notes Musk, Vanilla, Ambery",Scent: Floral Fruity,,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/arabiyat-prestige-ladies-gelato-black.jpg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/arabiyat-prestige-ladies-gelato-black-currant-lolly.jpg,,
5742,Aariz Intense,,,"Scent: Oriental, Vanilla",arabiyat-prestige-unisex-aariz.jpg,arabiyat-prestige-unisex-aariz,jpg,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Farabiyat-prestige-unisex-aariz.jpg&w=768&fit=contain&trim=10&output=png,KShs,500000,instock,,"Fragrance, Unisex","Top Notes Cardamom, Fig tree leaves Heart Notes Cedarwood, Lactonic Base Notes Tonka bean, Vanilla","Scent: Oriental, Vanilla",,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/arabiyat-prestige-unisex-aariz.jpg,,,
5737,Gelato Raspberry Ripple,,,"Scent: Fruity Floral, Gourmand",arabiyat-prestige-ladies-gelato-raspberry.jpg,arabiyat-prestige-ladies-gelato-raspberry,jpg,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Farabiyat-prestige-ladies-gelato-raspberry.jpg&w=768&fit=contain&trim=10&output=png,KShs,440000,instock,,Fragrance,"Top Notes Freesia, Strawberry, Blackcurrant, Marshmallow Heart Notes Cashmere, Raspberry, Magnolia Base Notes Vanilla, Moss, Caramel","Scent: Fruity Floral, Gourmand",,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/arabiyat-prestige-ladies-gelato-raspberry.jpg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/arabiyat-prestige.jpg,,
5735,Marwa,,,"Scent: Aromatic, Citrusy, Woody",Marwa.webp,Marwa,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2FMarwa-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,440000,instock,,"Fragrance, Male",Top Notes Calabrian Bergamot - Lemon - Sicilian Orange Heart notes : Neroli from Tunisia - Ginger from Nigeria - Cinnamon from Ceylon Base Notes: Chinese black tea - Ambroxan - Olibanum resin - Guaiac wood,"Scent: Aromatic, Citrusy, Woody",,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Marwa.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Marwa-768x768.webp,,
5731,Cocolatte lassi,,,,french-avenue-cocolatte-lassi.webp,french-avenue-cocolatte-lassi,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Ffrench-avenue-cocolatte-lassi.webp&w=768&fit=contain&trim=10&output=png,KShs,420000,instock,,"Female, Fragrance","Top notes : Creamy vanilla Heart notes : Chocolate pairing, yogurt pairing Base notes : Rum, patchouli, tonka bean.",,,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/french-avenue-cocolatte-lassi.webp,,,
5698,Habik Men,,,Scent: Aromatic | Volume: 100ML,habik.webp,habik,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Fhabik-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,300000,instock,,"Fragrance, Male","Fragrance Notes: Top: Cardamom, Pepper, Artemisia, Bergamot Middle: Sage, Lavender, Cinnamon Bottom: Sandalwood, Patchouli, Tonka Bean, Amberwood, Musk",Scent: Aromatic,Volume: 100ML,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/habik.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/habik-768x768.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Habik-Violet-2.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Habik-Violet-2-768x776.webp
5594,Narissa Rose Musc for Her,,,"Scent: Floral, powdery",NARISSAROSEMUSC.webp,NARISSAROSEMUSC,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2FNARISSAROSEMUSC-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,220000,instock,,"Female, Fragrance","Experience the delicate yet captivating scent of Narissa Rose Musc for Her. With top notes of Plum, Pink Pepper, and Bergamot, this fragrance delivers a fresh and invigorating first impression. The heart of Musk, Rose, and Tuberose adds a seductive and alluring touch, while the base note of Vanilla provides a soft and comforting finish. Elevate your senses with this luxurious scent.","Scent: Floral, powdery",,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/NARISSAROSEMUSC.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/NARISSAROSEMUSC-768x768.webp,,
5587,Classic stone,,,"Scent: Creamy, Spicy",Classic-Stone.webp,Classic-Stone,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2FClassic-Stone-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,490000,instock,,"Fragrance, Unisex","Top: Violet, Saffron, Cardamom, Cumin Heart: Suede, Osmanthus, Clove, Nutmeg Base: Woody, Ambergris, Oakmoss, Musk","Top: Violet, Saffron, Cardamom, Cumin","Heart: Suede, Osmanthus, Clove, Nutmeg","Base: Woody, Ambergris, Oakmoss, Musk","Scent: Creamy, Spicy",,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Classic-Stone.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Classic-Stone-768x768.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Classic-Stone-2.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Classic-Stone-2-768x768.webp
5584,Alive Now,,,,alive-now.webp,alive-now,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Falive-now.webp&w=768&fit=contain&trim=10&output=png,KShs,200000,instock,,"Female, Fragrance","Alive Now by Maison Alhambra is a captivating fruity-floral fragrance for women that unfolds with a delightful blend of freshness and sweetness. The top notes feature juicy lychee, bright raspberry, and a hint of green violet leaf, creating a lively and playful opening that captures attention and promises sensory richness. As the fragrance develops, an elegant floral bouquet emerges at the heart. Peony introduces a touch of floral femininity, rose adds a romantic note, and jasmine infuses subtle sensuality. These heart notes combine to create a harmonious floral symphony, evoking a sense of freshness and grace. The base notes provide depth and lasting allure. Sweet vanilla wraps the fragrance in warmth, while musk adds an earthy, slightly animalic touch, lending a sensual and mysterious finish. Alive Now concludes with an elegant, enduring presence that leaves a memorable impression.",,,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/alive-now.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/alive-now-768x644.webp,,
5582,Blue Sapphire,,,,BlueSapphire.webp,BlueSapphire,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2FBlueSapphire-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,360000,instock,,"Fragrance, Male","Top notes : Lemon, Mint and Apple Middle notes : Clary Sage, Marine notes and Geranium Base notes : Patchouli and Cedarwood","Top notes : Lemon, Mint and Apple","Middle notes : Clary Sage, Marine notes and Geranium",Base notes : Patchouli and Cedarwood,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/BlueSapphire.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/BlueSapphire-768x768.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/BlueSapphire.webp,
5564,O’clock,,,,oclock-1-1.jpeg,oclock-1-1,jpeg,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Foclock-1-1-768x768.jpeg&w=768&fit=contain&trim=10&output=png,KShs,420000,instock,,Fragrance,"Top Notes Apple, Lavender, Cinnamon, Bergamot, Grapefruit, Sparkling Malt Notes Heart Notes Orange Blossom, Lily of the Valley, Leather Base Notes Vanilla CO₂, Musk, Patchouli, Amber",,,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/oclock-1-1.jpeg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/oclock-1-1-768x768.jpeg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/oclock-2-1.jpeg,
5560,Arya,,,Scent: Floral Fruity,arya.png,arya,png,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2F5055810099749_1-800x800-1-768x768.jpg&w=768&fit=contain&trim=10&output=png,KShs,310000,instock,,"Female, Fragrance","Top Notes: Pear, Bergamot, Pink Pepper, Apple, Pink Berries Middle Notes: Neroli, Orange Blossom, Jasmine, Lily Base Notes: Moss, Woody Notes, Cedar, Musk",Scent: Floral Fruity,,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/arya.png,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/5055810099749_1-800x800-1.jpg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/5055810099749_1-800x800-1-768x768.jpg,
5558,Oh Tiara Amethyst,,,,375x500.77783.2x.avif,375x500.77783.2x,avif,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2F375x500.77783.2x.avif&w=768&fit=contain&trim=10&output=png,KShs,210000,instock,,"Female, Fragrance",100ml,,,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/375x500.77783.2x.avif,,,
5555,Layla,,,,2_27aaeaf1-cb4d-4089-b678-2b7f675f4e6d_large.jpeg,2_27aaeaf1-cb4d-4089-b678-2b7f675f4e6d_large,jpeg,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2F1_762bcc6a-33b3-4a99-a18f-9b533f8a7ff6-768x768.jpeg&w=768&fit=contain&trim=10&output=png,KShs,260000,instock,,"Female, Fragrance","Top Notes: Raspberry, Strawberry, Cherry, Mandarin Orange Heart Notes: Black Currant, Grapefruit Base Notes: Musk, Patchouli",,,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/2_27aaeaf1-cb4d-4089-b678-2b7f675f4e6d_large.jpeg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/1_762bcc6a-33b3-4a99-a18f-9b533f8a7ff6.jpeg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/1_762bcc6a-33b3-4a99-a18f-9b533f8a7ff6-768x768.jpeg,
5549,Elysia Pista Sundae,,,,375x500.107609.2x.avif,375x500.107609.2x,avif,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2F375x500.107609.2x.avif&w=768&fit=contain&trim=10&output=png,KShs,210000,instock,,"Female, Fragrance","Top notes are Pistachio, Hazelnut, Cardamom and Rum; middle notes are Pear, Raspberry and Jasmine; base notes are Vanilla and Marshmallow.",,,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/375x500.107609.2x.avif,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/images-2025-12-03T215033.578.jpeg,,
5546,Queenstown Intense,,,Scent: Floral,maison-alhambra-queenstown-pour-femme-intense-edp-100ml.webp,maison-alhambra-queenstown-pour-femme-intense-edp-100ml,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Fmaison-alhambra-queenstown-pour-femme-intense-edp-100ml.webp&w=768&fit=contain&trim=10&output=png,KShs,180000,instock,,"Female, Fragrance","Top Notes: Sicilian Lemon, Orange, Jasmine Heart Notes: Black Cherry, Heliotrope Base Notes: Amber, Woody Notes","Top Notes: Sicilian Lemon, Orange, Jasmine","Heart Notes: Black Cherry, Heliotrope","Base Notes: Amber, Woody Notes",Scent: Floral,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/maison-alhambra-queenstown-pour-femme-intense-edp-100ml.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/maison-alhambra-queenstown-pour-femme-intense-edp-100ml-1.webp,,
5511,Tease Me,,,"Scent: Aromatic, Oriental",aromatix-teas-me-french-avenue.webp,aromatix-teas-me-french-avenue,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Faromatix-teas-me-french-avenue.webp&w=768&fit=contain&trim=10&output=png,KShs,450000,instock,,"Fragrance, Male","Top notes: ginger, lime. Heart notes: black tea, hedione, geranium, cardamom. Base notes: tonka, vanilla, amber, patchouli, olibanum.","Scent: Aromatic, Oriental",,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/aromatix-teas-me-french-avenue.webp,,,
5507,Nectare Extradose,,,Scent: Floral,Nectare.jpg,Nectare,jpg,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2FNectare.jpg&w=768&fit=contain&trim=10&output=png,KShs,420000,instock,,"Female, Fragrance","Top notes are Bitter Orange, Bergamot, Neroli, Pear and Ginger; middle notes are Honey, Tuberose, Orange Blossom and Jasmine; base notes are Walnut Milk, Vanilla, Tobacco, Woody Notes and Musk.",Scent: Floral,,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Nectare.jpg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Nectare-768x481.jpg,,
